Latitude (decimal degrees):	9.948
Longitude (decimal degrees):	76.569
Elevation (m):	50
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20200122:0530,953.71,52.24,30.9,0.69,0.0
20200122:0630,1023.01,59.13,33.15,0.48,0.0
20200122:0730,1014.48,59.73,35.09,0.34,0.0
20200122:0830,961.3,53.73,36.09,0.69,0.0
20200122:0930,818.95,43.61,36.51,1.03,0.0
20200122:1030,618.66,31.49,36.21,1.52,0.0
20200122:1130,363.25,18.39,34.87,2.21,0.0
20200122:1230,133.77,4.76,32.43,2.48,0.0
20200122:1330,0.0,0.0,30.26,2.0,0.0
20200122:1430,0.0,0.0,29.02,1.52,0.0
20200122:1530,0.0,0.0,27.83,0.97,0.0
20200122:1630,0.0,0.0,26.9,0.69,0.0
20200122:1730,0.0,0.0,26.12,0.55,0.0
20200122:1830,0.0,0.0,25.35,0.34,0.0
20200122:1930,0.0,0.0,25.18,0.69,0.0
20200122:2030,0.0,0.0,24.59,1.03,0.0
20200122:2130,0.0,0.0,23.97,1.17,0.0
20200122:2230,0.0,0.0,23.4,1.17,0.0
20200122:2330,0.0,0.0,23.14,1.31,0.0
20200123:0030,0.0,0.0,22.92,1.38,0.0
20200123:0130,13.16,2.43,22.62,1.38,0.0
20200123:0230,343.61,16.13,22.77,1.1,0.0
20200123:0330,588.3,29.38,25.77,0.83,0.0
20200123:0430,791.4,41.76,28.51,0.62,0.0
20200123:0530,918.92,52.38,30.9,0.34,0.0
20200123:0630,999.76,59.34,32.82,0.21,0.0
20200123:0730,981.04,59.97,34.42,0.48,0.0
20200123:0830,925.27,53.95,35.42,0.97,0.0
20200123:0930,741.45,43.8,35.94,1.24,0.0
20200123:1030,572.13,31.65,35.67,1.24,0.0
20200123:1130,375.67,18.52,34.91,1.31,0.0
20200123:1230,136.81,4.87,33.29,1.31,0.0
20200123:1330,0.0,0.0,31.1,1.31,0.0
20200123:1430,0.0,0.0,29.55,1.31,0.0
20200123:1530,0.0,0.0,28.36,0.97,0.0
20200123:1630,0.0,0.0,27.19,0.69,0.0
20200123:1730,0.0,0.0,26.4,0.69,0.0
20200123:1830,0.0,0.0,25.73,0.83,0.0
20200123:1930,0.0,0.0,25.4,0.83,0.0
20200123:2030,0.0,0.0,24.85,0.97,0.0
20200123:2130,0.0,0.0,24.23,1.03,0.0
20200123:2230,0.0,0.0,23.79,1.17,0.0
20200123:2330,0.0,0.0,23.37,1.31,0.0
20200124:0030,0.0,0.0,22.96,1.38,0.0
20200124:0130,12.76,2.41,22.6,1.45,0.0
20200124:0230,334.82,16.15,22.82,1.24,0.0
20200124:0330,612.93,29.42,25.61,1.1,0.0
20200124:0430,816.77,41.84,28.3,0.69,0.0
20200124:0530,962.35,52.52,30.5,0.48,0.0
20200124:0630,1028.24,59.55,32.29,0.83,0.0
20200124:0730,1032.3,60.22,33.91,0.97,0.0
20200124:0830,967.99,54.18,34.78,1.38,0.0
20200124:0930,820.83,43.99,35.16,1.66,0.0
20200124:1030,631.03,31.81,34.92,1.93,0.0
20200124:1130,383.52,18.65,33.97,2.41,0.0
20200124:1230,146.43,4.99,31.82,2.69,0.0
20200124:1330,0.0,0.0,29.82,2.21,0.0
20200124:1430,0.0,0.0,28.39,1.45,0.0
20200124:1530,0.0,0.0,27.39,1.17,0.0
20200124:1630,0.0,0.0,26.77,1.03,0.0
20200124:1730,0.0,0.0,26.15,0.83,0.0
20200124:1830,0.0,0.0,25.87,0.48,0.0
20200124:1930,0.0,0.0,25.63,0.34,0.0
20200124:2030,0.0,0.0,25.02,0.48,0.0
20200124:2130,0.0,0.0,24.2,0.69,0.0
20200124:2230,0.0,0.0,23.39,0.97,0.0
20200124:2330,0.0,0.0,23.17,1.24,0.0
20200125:0030,0.0,0.0,22.71,1.31,0.0
20200125:0130,13.48,2.4,22.56,1.31,0.0
20200125:0230,256.13,16.16,22.76,1.17,0.0
20200125:0330,526.57,29.47,25.03,1.17,0.0
20200125:0430,753.09,41.93,27.41,1.1,0.0
20200125:0530,947.85,52.66,29.36,0.83,0.0
20200125:0630,900.8,59.76,31.34,0.69,0.0
20200125:0730,981.42,60.47,31.98,0.9,0.0
20200125:0830,911.98,54.41,33.19,1.31,0.0
20200125:0930,835.26,44.18,33.61,1.86,0.0
20200125:1030,610.08,31.97,33.41,2.28,0.0
20200125:1130,404.63,18.79,32.34,2.55,0.0
20200125:1230,147.76,5.1,30.61,2.41,0.0
20200125:1330,0.0,0.0,28.52,1.66,0.0
20200125:1430,0.0,0.0,27.18,0.97,0.0
20200125:1530,0.0,0.0,26.21,0.48,0.0
20200125:1630,0.0,0.0,25.5,0.48,0.0
20200125:1730,0.0,0.0,24.99,0.83,0.0
20200125:1830,0.0,0.0,24.37,0.97,0.0
20200125:1930,0.0,0.0,24.27,0.9,0.0
20200125:2030,0.0,0.0,23.75,0.97,0.0
20200125:2130,0.0,0.0,23.43,1.17,0.0
20200125:2230,0.0,0.0,22.99,1.1,0.0
20200125:2330,0.0,0.0,22.57,1.17,0.0
20200126:0030,0.0,0.0,22.51,1.31,0.0
20200126:0130,13.36,2.4,22.06,1.45,0.0
20200126:0230,328.45,16.18,22.0,1.31,0.0
20200126:0330,595.45,29.52,24.92,1.1,0.0
20200126:0430,782.77,42.02,27.31,1.1,0.0
20200126:0530,926.65,52.81,29.25,1.03,0.0
20200126:0630,1003.32,59.98,30.93,1.1,0.0
20200126:0730,1007.19,60.73,32.09,1.31,0.0
20200126:0830,936.22,54.64,32.9,1.72,0.0
20200126:0930,806.57,44.38,33.05,2.28,0.0
20200126:1030,611.49,32.13,32.38,2.69,0.0
20200126:1130,396.95,18.92,31.03,2.9,0.0
20200126:1230,146.16,5.21,29.37,2.55,0.0
20200126:1330,0.0,0.0,27.59,1.72,0.0
20200126:1430,0.0,0.0,26.54,0.97,0.0
20200126:1530,0.0,0.0,25.97,0.21,0.0
20200126:1630,0.0,0.0,25.18,0.41,0.0
20200126:1730,0.0,0.0,24.6,0.83,0.0
20200126:1830,0.0,0.0,24.2,1.03,0.0
20200126:1930,0.0,0.0,23.97,0.76,0.0
20200126:2030,0.0,0.0,24.15,0.62,0.0
20200126:2130,0.0,0.0,23.8,0.62,0.0
20200126:2230,0.0,0.0,23.02,0.97,0.0
20200126:2330,0.0,0.0,22.68,1.03,0.0
20200127:0030,0.0,0.0,22.45,1.17,0.0
20200127:0130,12.4,2.39,22.09,1.17,0.0
20200127:0230,326.67,16.2,22.0,0.83,0.0
20200127:0330,548.9,29.57,25.21,0.48,0.0
20200127:0430,726.41,42.11,27.33,0.69,0.0
20200127:0530,799.24,52.96,29.26,0.83,0.0
20200127:0630,764.22,60.21,30.61,1.17,0.0
20200127:0730,938.47,60.99,31.56,1.59,0.0
20200127:0830,879.08,54.87,32.4,1.86,0.0
20200127:0930,708.02,44.57,32.49,2.21,0.0
20200127:1030,540.29,32.28,31.73,2.76,0.0
20200127:1130,345.37,19.05,30.55,3.03,0.0
20200127:1230,83.24,5.31,28.97,2.62,0.0
20200127:1330,0.0,0.0,27.49,1.86,0.0
20200127:1430,0.0,0.0,26.56,1.24,0.0
20200127:1530,0.0,0.0,25.85,0.62,0.0
20200127:1630,0.0,0.0,25.38,0.41,0.0
20200127:1730,0.0,0.0,24.96,0.48,0.0
20200127:1830,0.0,0.0,24.9,0.55,0.0
20200127:1930,0.0,0.0,24.55,0.55,0.0
20200127:2030,0.0,0.0,24.18,0.69,0.0
20200127:2130,0.0,0.0,23.74,0.83,0.0
20200127:2230,0.0,0.0,23.65,0.9,0.0
20200127:2330,0.0,0.0,23.51,0.9,0.0
20200128:0030,0.0,0.0,23.16,0.97,0.0
20200128:0130,14.81,2.39,23.02,1.03,0.0
20200128:0230,247.8,16.23,23.08,0.83,0.0
20200128:0330,573.2,29.62,25.42,0.69,0.0
20200128:0430,748.22,42.21,27.59,0.9,0.0
20200128:0530,838.49,53.12,29.34,0.9,0.0
20200128:0630,925.87,60.44,30.99,0.97,0.0
20200128:0730,874.47,61.25,32.5,1.45,0.0
20200128:0830,846.46,55.11,33.0,1.93,0.0
20200128:0930,711.84,44.76,33.08,2.14,0.0
20200128:1030,571.53,32.44,32.46,2.41,0.0
20200128:1130,366.56,19.18,31.32,2.83,0.0
20200128:1230,129.93,5.42,29.68,2.62,0.0
20200128:1330,0.0,0.0,28.02,1.86,0.0
20200128:1430,0.0,0.0,27.18,1.03,0.0
20200128:1530,0.0,0.0,26.75,0.69,0.0
20200128:1630,0.0,0.0,26.3,0.76,0.0
20200128:1730,0.0,0.0,25.55,0.76,0.0
20200128:1830,0.0,0.0,25.38,0.9,0.0
20200128:1930,0.0,0.0,24.69,0.76,0.0
20200128:2030,0.0,0.0,24.16,0.9,0.0
20200128:2130,0.0,0.0,23.64,1.1,0.0
20200128:2230,0.0,0.0,23.04,1.1,0.0
20200128:2330,0.0,0.0,22.46,1.1,0.0
20200129:0030,0.0,0.0,22.02,1.1,0.0
20200129:0130,13.24,2.4,21.76,1.1,0.0
20200129:0230,329.45,16.25,21.98,0.76,0.0
20200129:0330,504.68,29.69,25.56,0.21,0.0
20200129:0430,736.32,42.32,27.58,0.55,0.0
20200129:0530,792.74,53.29,29.56,0.76,0.0
20200129:0630,957.51,60.68,30.99,0.9,0.0
20200129:0730,1029.04,61.52,32.76,0.9,0.0
20200129:0830,965.1,55.35,33.91,1.38,0.0
20200129:0930,825.11,44.96,34.4,1.79,0.0
20200129:1030,578.08,32.6,34.05,2.34,0.0
20200129:1130,298.17,19.3,32.51,2.9,0.0
20200129:1230,129.13,5.52,30.37,2.69,0.0
20200129:1330,0.0,0.0,28.52,1.86,0.0
20200129:1430,0.0,0.0,27.35,1.17,0.0
20200129:1530,0.0,0.0,26.65,0.69,0.0
20200129:1630,0.0,0.0,26.35,0.41,0.0
20200129:1730,0.0,0.0,25.57,0.62,0.0
20200129:1830,0.0,0.0,24.98,0.9,0.0
20200129:1930,0.0,0.0,25.87,0.07,0.0
20200129:2030,0.0,0.0,24.98,0.62,0.0
20200129:2130,0.0,0.0,24.13,0.9,0.0
20200129:2230,0.0,0.0,23.73,0.9,0.0
20200129:2330,0.0,0.0,23.54,0.9,0.0
20200130:0030,0.0,0.0,23.5,0.97,0.0
20200130:0130,10.99,2.41,23.78,0.9,0.0
20200130:0230,160.31,16.29,24.19,0.83,0.0
20200130:0330,394.58,29.75,25.65,0.62,0.0
20200130:0430,708.22,42.42,27.43,0.69,0.0
20200130:0530,935.83,53.46,29.65,0.69,0.0
20200130:0630,1021.53,60.92,31.84,0.76,0.0
20200130:0730,1029.53,61.8,33.97,0.83,0.0
20200130:0830,928.16,55.59,35.12,1.31,0.0
20200130:0930,779.31,45.15,35.37,2.0,0.0
20200130:1030,628.54,32.75,34.48,2.97,0.0
20200130:1130,394.76,19.43,32.42,3.45,0.0
20200130:1230,141.82,5.62,30.13,2.97,0.0
20200130:1330,0.0,0.0,28.24,2.07,0.0
20200130:1430,0.0,0.0,27.22,0.83,0.0
20200130:1530,0.0,0.0,26.53,0.28,0.0
20200130:1630,0.0,0.0,26.01,0.41,0.0
20200130:1730,0.0,0.0,25.91,0.34,0.0
20200130:1830,0.0,0.0,25.78,0.14,0.0
20200130:1930,0.0,0.0,25.6,0.28,0.0
20200130:2030,0.0,0.0,25.46,0.28,0.0
20200130:2130,0.0,0.0,25.09,0.41,0.0
20200130:2230,0.0,0.0,24.15,0.83,0.0
20200130:2330,0.0,0.0,24.04,1.03,0.0
20200131:0030,0.0,0.0,23.98,1.1,0.0
20200131:0130,12.16,2.42,23.8,1.1,0.0
20200131:0230,284.12,16.33,23.92,0.9,0.0
20200131:0330,576.31,29.82,26.09,0.83,0.0
20200131:0430,775.8,42.54,28.26,0.69,0.0
20200131:0530,934.92,53.63,30.34,0.69,0.0
20200131:0630,1003.53,61.17,32.25,0.69,0.0
20200131:0730,980.14,62.08,33.79,0.97,0.0
20200131:0830,751.04,55.84,34.63,1.24,0.0
20200131:0930,741.25,45.35,34.73,1.72,0.0
20200131:1030,595.89,32.91,34.57,2.34,0.0
20200131:1130,377.41,19.55,32.95,3.17,0.0
20200131:1230,140.63,5.72,30.49,3.17,0.0
20200131:1330,0.0,0.0,28.33,2.34,0.0
20200131:1430,0.0,0.0,27.06,1.31,0.0
20200131:1530,0.0,0.0,26.44,0.41,0.0
20200131:1630,0.0,0.0,25.9,0.34,0.0
20200131:1730,0.0,0.0,25.44,0.41,0.0
20200131:1830,0.0,0.0,25.23,0.48,0.0
20200131:1930,0.0,0.0,25.93,0.21,0.0
20200131:2030,0.0,0.0,25.57,0.21,0.0
20200131:2130,0.0,0.0,24.93,0.55,0.0
20200131:2230,0.0,0.0,24.21,0.76,0.0
20200131:2330,0.0,0.0,23.99,0.83,0.0
20200201:0030,0.0,0.0,23.64,0.69,0.0
20200201:0130,12.0,2.44,23.18,0.83,0.0
20200201:0230,275.33,16.37,23.44,0.69,0.0
20200201:0330,509.98,29.89,25.31,0.34,0.0
20200201:0430,689.66,42.65,27.26,0.34,0.0
20200201:0530,901.89,53.81,29.3,0.28,0.0
20200201:0630,1017.09,61.42,31.28,0.41,0.0
20200201:0730,991.28,62.36,33.09,0.97,0.0
20200201:0830,866.17,56.08,33.96,1.38,0.0
20200201:0930,687.15,45.54,34.13,1.79,0.0
20200201:1030,533.95,33.06,33.45,2.76,0.0
20200201:1130,345.69,19.68,31.97,3.24,0.0
20200201:1230,139.34,5.82,30.18,2.83,0.0
20200201:1330,0.0,0.0,28.41,2.0,0.0
20200201:1430,0.0,0.0,27.19,1.38,0.0
20200201:1530,0.0,0.0,26.43,0.83,0.0
20200201:1630,0.0,0.0,25.97,0.14,0.0
20200201:1730,0.0,0.0,25.42,0.69,0.0
20200201:1830,0.0,0.0,24.92,0.76,0.0
20200201:1930,0.0,0.0,25.17,1.17,0.0
20200201:2030,0.0,0.0,24.65,1.03,0.0
20200201:2130,0.0,0.0,24.44,0.69,0.0
20200201:2230,0.0,0.0,24.21,0.48,0.0
20200201:2330,0.0,0.0,24.26,0.28,0.0
20200202:0030,0.0,0.0,24.25,0.28,0.0
20200202:0130,10.59,2.46,24.0,0.21,0.0
20200202:0230,237.33,16.41,23.72,0.28,0.0
20200202:0330,397.29,29.97,24.86,0.14,0.0
20200202:0430,676.48,42.77,26.33,0.21,0.0
20200202:0530,840.71,53.99,28.3,0.14,0.0
20200202:0630,977.88,61.68,30.17,0.34,0.0
20200202:0730,959.66,62.65,32.4,1.1,0.0
20200202:0830,695.05,56.33,33.16,1.52,0.0
20200202:0930,433.8,45.73,32.77,2.14,0.0
20200202:1030,328.69,33.21,31.4,2.9,0.0
20200202:1130,309.77,19.8,30.06,2.9,0.0
20200202:1230,131.47,5.92,28.9,2.41,0.0
20200202:1330,0.0,0.0,27.57,1.72,0.0
20200202:1430,0.0,0.0,26.61,1.1,0.0
20200202:1530,0.0,0.0,26.01,0.69,0.0
20200202:1630,0.0,0.0,25.37,0.48,0.0
20200202:1730,0.0,0.0,24.82,0.48,0.0
20200202:1830,0.0,0.0,24.27,0.62,0.0
20200202:1930,0.0,0.0,24.49,0.41,0.0
20200202:2030,0.0,0.0,23.96,0.76,0.0
20200202:2130,0.0,0.0,23.58,0.9,0.0
20200202:2230,0.0,0.0,23.42,1.03,0.0
20200202:2330,0.0,0.0,23.22,1.17,0.0
20200203:0030,0.0,0.0,22.77,1.24,0.0
20200203:0130,13.36,2.48,22.34,1.31,0.0
20200203:0230,338.83,16.46,22.4,0.97,0.0
20200203:0330,588.34,30.05,24.95,0.55,0.0
20200203:0430,791.93,42.9,27.54,0.21,0.0
20200203:0530,939.15,54.18,29.65,0.34,0.0
20200203:0630,1018.14,61.94,31.49,0.76,0.0
20200203:0730,1017.18,62.94,32.8,1.17,0.0
20200203:0830,896.28,56.58,33.64,1.45,0.0
20200203:0930,762.56,45.93,33.92,1.86,0.0
20200203:1030,451.04,33.37,33.56,2.62,0.0
20200203:1130,391.4,19.92,31.71,3.31,0.0
20200203:1230,142.73,6.01,29.93,2.69,0.0
20200203:1330,0.0,0.0,28.09,1.72,0.0
20200203:1430,0.0,0.0,26.96,0.97,0.0
20200203:1530,0.0,0.0,25.96,0.34,0.0
20200203:1630,0.0,0.0,25.57,0.41,0.0
20200203:1730,0.0,0.0,24.99,0.34,0.0
20200203:1830,0.0,0.0,24.77,0.34,0.0
20200203:1930,0.0,0.0,24.7,0.48,0.0
20200203:2030,0.0,0.0,24.36,0.55,0.0
20200203:2130,0.0,0.0,24.22,0.48,0.0
20200203:2230,0.0,0.0,24.41,0.34,0.0
20200203:2330,0.0,0.0,23.8,0.55,0.0
20200204:0030,0.0,0.0,22.89,0.9,0.0
20200204:0130,13.08,2.51,22.62,1.17,0.0
20200204:0230,328.47,16.51,22.45,0.97,0.0
20200204:0330,578.61,30.13,25.6,0.55,0.0
20200204:0430,777.58,43.03,27.85,0.48,0.0
20200204:0530,937.06,54.37,29.75,0.28,0.0
20200204:0630,1019.75,62.21,31.47,0.76,0.0
20200204:0730,1013.24,63.24,32.91,1.17,0.0
20200204:0830,884.87,56.83,33.7,1.52,0.0
20200204:0930,678.8,46.12,33.86,1.93,0.0
20200204:1030,467.1,33.51,33.32,2.83,0.0
20200204:1130,391.12,20.03,31.85,3.31,0.0
20200204:1230,142.71,6.11,30.19,2.69,0.0
20200204:1330,0.0,0.0,28.41,1.79,0.0
20200204:1430,0.0,0.0,27.11,1.03,0.0
20200204:1530,0.0,0.0,26.37,0.41,0.0
20200204:1630,0.0,0.0,25.81,0.41,0.0
20200204:1730,0.0,0.0,25.25,0.55,0.0
20200204:1830,0.0,0.0,24.86,0.55,0.0
20200204:1930,0.0,0.0,24.93,0.48,0.0
20200204:2030,0.0,0.0,24.88,0.48,0.0
20200204:2130,0.0,0.0,24.55,0.48,0.0
20200204:2230,0.0,0.0,24.23,0.55,0.0
20200204:2330,0.0,0.0,23.77,0.76,0.0
20200205:0030,0.0,0.0,23.43,0.76,0.0
20200205:0130,12.56,2.54,23.42,0.55,0.0
20200205:0230,300.7,16.57,23.73,0.34,0.0
20200205:0330,520.75,30.22,25.95,0.14,0.0
20200205:0430,722.6,43.16,27.95,0.21,0.0
20200205:0530,847.37,54.57,29.94,0.14,0.0
20200205:0630,897.22,62.48,31.55,0.41,0.0
20200205:0730,810.0,63.54,32.79,0.69,0.0
20200205:0830,509.47,57.08,33.33,1.17,0.0
20200205:0930,546.52,46.31,33.04,1.66,0.0
20200205:1030,482.26,33.66,32.85,2.14,0.0
20200205:1130,286.69,20.15,32.2,2.41,0.0
20200205:1230,120.36,6.2,30.69,2.34,0.0
20200205:1330,0.0,0.0,28.97,1.86,0.0
20200205:1430,0.0,0.0,27.69,1.45,0.0
20200205:1530,0.0,0.0,26.84,0.9,0.0
20200205:1630,0.0,0.0,26.19,0.62,0.0
20200205:1730,0.0,0.0,25.53,0.55,0.0
20200205:1830,0.0,0.0,25.12,0.34,0.0
20200205:1930,0.0,0.0,25.21,0.34,0.0
20200205:2030,0.0,0.0,24.73,0.34,0.0
20200205:2130,0.0,0.0,24.42,0.21,0.0
20200205:2230,0.0,0.0,24.0,0.48,0.0
20200205:2330,0.0,0.0,23.62,0.9,0.0
20200206:0030,0.0,0.0,23.42,1.03,0.0
20200206:0130,12.36,2.57,23.32,1.03,0.0
20200206:0230,262.32,16.63,23.23,0.83,0.0
20200206:0330,524.84,30.31,24.93,0.48,0.0
20200206:0430,770.8,43.29,27.21,0.21,0.0
20200206:0530,834.34,54.77,29.39,0.0,0.0
20200206:0630,802.67,62.76,31.28,0.55,0.0
20200206:0730,687.77,63.85,32.52,1.03,0.0
20200206:0830,714.78,57.33,33.2,1.59,0.0
20200206:0930,480.5,46.5,33.45,2.21,0.0
20200206:1030,388.71,33.81,32.57,2.55,0.0
20200206:1130,220.76,20.26,31.52,2.48,0.0
20200206:1230,90.33,6.29,30.22,2.21,0.0
20200206:1330,0.0,0.0,28.72,1.66,0.0
20200206:1430,0.0,0.0,27.68,1.24,0.0
20200206:1530,0.0,0.0,27.03,0.83,0.0
20200206:1630,0.0,0.0,26.48,0.62,0.0
20200206:1730,0.0,0.0,25.96,0.62,0.0
20200206:1830,0.0,0.0,25.39,1.03,0.0
20200206:1930,0.0,0.0,25.52,1.03,0.0
20200206:2030,0.0,0.0,25.11,0.69,0.0
20200206:2130,0.0,0.0,24.94,0.62,0.0
20200206:2230,0.0,0.0,24.68,0.48,0.0
20200206:2330,0.0,0.0,24.45,0.34,0.0
20200207:0030,0.0,0.0,24.54,0.14,0.0
20200207:0130,9.78,2.61,24.59,0.14,0.0
20200207:0230,160.51,16.69,24.37,0.28,0.0
20200207:0330,366.29,30.41,25.03,0.34,0.0
20200207:0430,613.57,43.43,26.47,0.48,0.0
20200207:0530,678.46,54.97,27.65,0.62,0.0
20200207:0630,623.59,63.04,29.05,0.97,0.0
20200207:0730,761.05,64.15,30.01,0.76,0.0
20200207:0830,565.26,57.58,30.88,1.1,0.0
20200207:0930,493.12,46.69,30.81,1.66,0.0
20200207:1030,388.87,33.95,30.59,1.86,0.0
20200207:1130,225.36,20.38,29.91,1.79,0.0
20200207:1230,96.79,6.37,28.71,1.38,0.0
20200207:1330,0.0,0.0,27.54,0.69,0.0
20200207:1430,0.0,0.0,26.03,0.34,0.0
20200207:1530,0.0,0.0,25.4,0.07,0.0
20200207:1630,0.0,0.0,25.1,0.28,0.0
20200207:1730,0.0,0.0,24.77,0.34,0.0
20200207:1830,0.0,0.0,24.48,0.34,0.0
20200207:1930,0.0,0.0,25.25,0.41,0.0
20200207:2030,0.0,0.0,24.65,0.69,0.0
20200207:2130,0.0,0.0,24.17,0.69,0.0
20200207:2230,0.0,0.0,23.74,0.76,0.0
20200207:2330,0.0,0.0,23.35,0.97,0.0
20200208:0030,0.0,0.0,23.24,1.03,0.0
20200208:0130,13.36,2.66,23.14,1.17,0.0
20200208:0230,288.79,16.76,23.16,0.9,0.0
20200208:0330,540.9,30.51,25.85,0.48,0.0
20200208:0430,719.88,43.58,27.74,0.41,0.0
20200208:0530,864.59,55.18,29.61,0.48,0.0
20200208:0630,714.31,63.33,31.15,0.9,0.0
20200208:0730,745.15,64.47,31.6,1.38,0.0
20200208:0830,623.82,57.83,32.27,1.72,0.0
20200208:0930,617.05,46.88,32.08,1.93,0.0
20200208:1030,477.87,34.09,31.91,2.07,0.0
20200208:1130,289.01,20.48,31.16,2.21,0.0
20200208:1230,121.51,6.46,29.88,2.07,0.0
20200208:1330,0.0,0.0,28.34,1.66,0.0
20200208:1430,0.0,0.0,27.13,1.45,0.0
20200208:1530,0.0,0.0,26.37,1.17,0.0
20200208:1630,0.0,0.0,25.76,1.03,0.0
20200208:1730,0.0,0.0,25.27,0.9,0.0
20200208:1830,0.0,0.0,24.79,0.62,0.0
20200208:1930,0.0,0.0,24.97,0.28,0.0
20200208:2030,0.0,0.0,24.32,0.55,0.0
20200208:2130,0.0,0.0,23.74,0.9,0.0
20200208:2230,0.0,0.0,23.64,0.97,0.0
20200208:2330,0.0,0.0,23.5,1.1,0.0
20200209:0030,0.0,0.0,23.36,1.1,0.0
20200209:0130,10.47,2.7,23.24,0.9,0.0
20200209:0230,243.13,16.83,23.51,0.55,0.0
20200209:0330,442.74,30.61,25.8,0.14,0.0
20200209:0430,668.47,43.72,27.53,0.07,0.0
20200209:0530,793.09,55.39,29.34,0.28,0.0
20200209:0630,825.16,63.62,30.98,0.48,0.0
20200209:0730,883.75,64.78,32.41,0.34,0.0
20200209:0830,752.41,58.08,33.52,0.83,0.0
20200209:0930,648.23,47.07,33.94,1.52,0.0
20200209:1030,507.37,34.23,33.6,2.14,0.0
20200209:1130,267.66,20.59,32.46,2.62,0.0
20200209:1230,123.57,6.54,30.42,2.55,0.0
20200209:1330,0.0,0.0,28.61,1.93,0.0
20200209:1430,0.0,0.0,27.36,1.24,0.0
20200209:1530,0.0,0.0,26.47,0.62,0.0
20200209:1630,0.0,0.0,26.15,0.69,0.0
20200209:1730,0.0,0.0,25.61,1.31,0.0
20200209:1830,0.0,0.0,25.18,1.24,0.0
20200209:1930,0.0,0.0,25.48,1.1,0.0
20200209:2030,0.0,0.0,25.24,0.97,0.0
20200209:2130,0.0,0.0,24.74,0.76,0.0
20200209:2230,0.0,0.0,24.49,0.62,0.0
20200209:2330,0.0,0.0,24.74,0.48,0.0
20200210:0030,0.0,0.0,24.34,0.62,0.0
20200210:0130,14.41,2.75,23.63,0.9,0.0
20200210:0230,277.91,16.9,23.55,0.62,0.0
20200210:0330,542.14,30.72,26.23,0.48,0.0
20200210:0430,743.23,43.87,28.18,0.69,0.0
20200210:0530,893.65,55.61,30.17,0.55,0.0
20200210:0630,979.79,63.92,31.99,0.34,0.0
20200210:0730,974.93,65.1,33.53,0.55,0.0
20200210:0830,935.46,58.34,34.5,0.9,0.0
20200210:0930,790.57,47.25,35.02,1.24,0.0
20200210:1030,588.63,34.37,34.96,1.59,0.0
20200210:1130,346.09,20.7,34.34,1.93,0.0
20200210:1230,134.84,6.62,32.4,2.34,0.0
20200210:1330,0.0,0.0,30.2,2.14,0.0
20200210:1430,0.0,0.0,28.81,1.24,0.0
20200210:1530,0.0,0.0,27.61,0.76,0.0
20200210:1630,0.0,0.0,26.82,1.1,0.0
20200210:1730,0.0,0.0,26.22,1.24,0.0
20200210:1830,0.0,0.0,25.68,1.31,0.0
20200210:1930,0.0,0.0,25.83,1.38,0.0
20200210:2030,0.0,0.0,25.42,1.31,0.0
20200210:2130,0.0,0.0,24.95,1.1,0.0
20200210:2230,0.0,0.0,24.16,0.9,0.0
20200210:2330,0.0,0.0,23.43,1.03,0.0
20200211:0030,0.0,0.0,22.66,1.1,0.0
20200211:0130,14.85,2.81,22.06,1.17,0.0
20200211:0230,328.25,16.98,21.97,0.97,0.0
20200211:0330,574.19,30.82,25.39,0.83,0.0
20200211:0430,768.92,44.03,28.01,0.9,0.0
20200211:0530,915.86,55.83,30.38,0.9,0.0
20200211:0630,1010.07,64.22,32.43,0.76,0.0
20200211:0730,1020.63,65.42,34.53,0.21,0.0
20200211:0830,930.15,58.59,35.55,0.21,0.0
20200211:0930,813.13,47.43,36.05,0.41,0.0
20200211:1030,625.55,34.51,36.08,0.48,0.0
20200211:1130,380.89,20.8,35.52,1.03,0.0
20200211:1230,142.65,6.69,33.02,1.79,0.0
20200211:1330,0.0,0.0,30.19,1.24,0.0
20200211:1430,0.0,0.0,28.46,0.83,0.0
20200211:1530,0.0,0.0,27.1,0.76,0.0
20200211:1630,0.0,0.0,26.27,0.9,0.0
20200211:1730,0.0,0.0,25.51,0.9,0.0
20200211:1830,0.0,0.0,24.9,0.9,0.0
20200211:1930,0.0,0.0,24.77,1.03,0.0
20200211:2030,0.0,0.0,24.17,1.03,0.0
20200211:2130,0.0,0.0,23.48,1.1,0.0
20200211:2230,0.0,0.0,22.8,1.1,0.0
20200211:2330,0.0,0.0,22.16,1.1,0.0
20200212:0030,0.0,0.0,21.8,1.24,0.0
20200212:0130,14.97,2.86,21.43,1.45,0.0
20200212:0230,318.23,17.06,21.71,1.17,0.0
20200212:0330,578.68,30.94,24.71,0.9,0.0
20200212:0430,785.57,44.18,27.82,0.34,0.0
20200212:0530,927.47,56.05,30.16,0.41,0.0
20200212:0630,998.4,64.52,32.14,0.48,0.0
20200212:0730,975.89,65.74,34.11,0.48,0.0
20200212:0830,906.2,58.84,35.24,0.55,0.0
20200212:0930,767.9,47.62,35.89,0.76,0.0
20200212:1030,577.21,34.64,35.96,1.17,0.0
20200212:1130,362.2,20.9,35.25,1.79,0.0
20200212:1230,136.14,6.77,33.36,2.07,0.0
20200212:1330,0.0,0.0,31.21,1.86,0.0
