Latitude (decimal degrees):	9.948
Longitude (decimal degrees):	76.569
Elevation (m):	50
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200117:0830,714.72,151.18,22.21,52.66,33.08,1.24,0.0
20200117:0930,473.66,178.87,16.39,42.69,33.48,1.59,0.0
20200117:1030,408.57,146.69,12.8,30.7,33.07,2.21,0.0
20200117:1130,184.32,94.1,5.71,17.71,31.97,2.76,0.0
20200117:1230,109.89,27.19,1.34,4.18,29.87,2.48,0.0
20200117:1330,0.0,0.0,0.0,0.0,28.0,1.72,0.0
20200117:1430,0.0,0.0,0.0,0.0,26.78,1.17,0.0
20200117:1530,0.0,0.0,0.0,0.0,25.9,0.76,0.0
20200117:1630,0.0,0.0,0.0,0.0,25.74,0.28,0.0
20200117:1730,0.0,0.0,0.0,0.0,25.14,0.34,0.0
20200117:1830,0.0,0.0,0.0,0.0,24.34,0.62,0.0
20200117:1930,0.0,0.0,0.0,0.0,24.2,0.62,0.0
20200117:2030,0.0,0.0,0.0,0.0,23.84,0.69,0.0
20200117:2130,0.0,0.0,0.0,0.0,23.31,0.76,0.0
20200117:2230,0.0,0.0,0.0,0.0,22.72,1.1,0.0
20200117:2330,0.0,0.0,0.0,0.0,22.85,1.31,0.0
20200118:0030,0.0,0.0,0.0,0.0,22.41,1.38,0.0
20200118:0130,0.0,11.83,0.45,2.55,22.05,1.38,0.0
20200118:0230,214.09,77.74,5.52,16.14,22.37,1.03,0.0
20200118:0330,341.55,124.06,10.72,29.24,25.53,0.69,0.0
20200118:0430,506.48,140.62,16.01,41.42,27.61,0.48,0.0
20200118:0530,707.69,156.97,22.16,51.76,29.48,0.28,0.0
20200118:0630,484.81,183.14,17.86,58.39,31.41,0.21,0.0
20200118:0730,631.62,214.07,22.36,58.83,32.5,0.55,0.0
20200118:0830,544.95,193.56,19.3,52.86,33.75,1.03,0.0
20200118:0930,400.97,190.36,15.13,42.87,33.96,1.72,0.0
20200118:1030,374.13,114.32,11.31,30.86,33.52,2.48,0.0
20200118:1130,161.87,82.14,5.09,17.85,32.28,2.76,0.0
20200118:1230,96.61,25.6,1.26,4.3,30.24,2.55,0.0
20200118:1330,0.0,0.0,0.0,0.0,28.48,1.86,0.0
20200118:1430,0.0,0.0,0.0,0.0,27.34,1.17,0.0
20200118:1530,0.0,0.0,0.0,0.0,26.57,0.97,0.0
20200118:1630,0.0,0.0,0.0,0.0,26.06,0.83,0.0
20200118:1730,0.0,0.0,0.0,0.0,25.7,0.48,0.0
20200118:1830,0.0,0.0,0.0,0.0,25.63,0.28,0.0
20200118:1930,0.0,0.0,0.0,0.0,25.78,0.21,0.0
20200118:2030,0.0,0.0,0.0,0.0,25.32,0.14,0.0
20200118:2130,0.0,0.0,0.0,0.0,24.67,0.55,0.0
20200118:2230,0.0,0.0,0.0,0.0,24.12,0.62,0.0
20200118:2330,0.0,0.0,0.0,0.0,23.84,0.9,0.0
20200119:0030,0.0,0.0,0.0,0.0,23.84,1.03,0.0
20200119:0130,0.0,12.26,0.46,2.52,23.73,1.03,0.0
20200119:0230,170.61,73.45,4.8,16.13,23.8,0.76,0.0
20200119:0330,347.52,125.26,10.9,29.26,25.96,0.34,0.0
20200119:0430,521.25,146.6,16.56,41.48,27.55,0.21,0.0
20200119:0530,557.68,192.9,19.56,51.87,29.2,0.28,0.0
20200119:0630,522.62,211.7,19.65,58.56,30.8,0.28,0.0
20200119:0730,731.33,181.9,24.02,59.05,31.52,0.48,0.0
20200119:0830,526.8,171.71,18.31,53.07,32.86,0.83,0.0
20200119:0930,499.29,122.97,15.56,43.05,32.63,1.38,0.0
20200119:1030,149.7,130.79,7.33,31.02,32.43,1.72,0.0
20200119:1130,120.02,80.43,4.45,17.98,31.3,2.0,0.0
20200119:1230,71.25,19.61,1.0,4.42,29.99,1.86,0.0
20200119:1330,0.0,0.0,0.0,0.0,28.63,1.38,0.0
20200119:1430,0.0,0.0,0.0,0.0,27.56,0.97,0.0
20200119:1530,0.0,0.0,0.0,0.0,26.78,0.76,0.0
20200119:1630,0.0,0.0,0.0,0.0,26.23,0.62,0.0
20200119:1730,0.0,0.0,0.0,0.0,26.17,0.9,0.0
20200119:1830,0.0,0.0,0.0,0.0,25.69,1.24,0.0
20200119:1930,0.0,0.0,0.0,0.0,25.26,0.55,0.0
20200119:2030,0.0,0.0,0.0,0.0,24.67,0.62,0.0
20200119:2130,0.0,0.0,0.0,0.0,24.34,0.69,0.0
20200119:2230,0.0,0.0,0.0,0.0,24.12,0.83,0.0
20200119:2330,0.0,0.0,0.0,0.0,23.97,1.03,0.0
20200120:0030,0.0,0.0,0.0,0.0,23.32,1.17,0.0
20200120:0130,0.0,11.83,0.45,2.49,23.02,1.17,0.0
20200120:0230,217.76,81.15,5.69,16.13,23.08,0.97,0.0
20200120:0330,471.78,113.96,13.16,29.28,25.09,0.62,0.0
20200120:0430,624.38,123.13,18.38,41.54,27.79,0.21,0.0
20200120:0530,710.03,141.5,21.94,51.99,29.72,0.14,0.0
20200120:0630,769.38,166.49,24.6,58.75,31.48,0.48,0.0
20200120:0730,696.54,192.03,23.49,59.27,32.8,0.76,0.0
20200120:0830,560.17,169.79,19.12,53.29,33.58,1.1,0.0
20200120:0930,416.25,174.76,15.13,43.24,33.78,1.59,0.0
20200120:1030,253.25,138.68,9.62,31.18,33.16,2.07,0.0
20200120:1130,244.83,74.89,6.26,18.12,32.34,2.14,0.0
20200120:1230,93.98,26.31,1.3,4.53,31.04,1.93,0.0
20200120:1330,0.0,0.0,0.0,0.0,29.56,1.59,0.0
20200120:1430,0.0,0.0,0.0,0.0,28.43,1.1,0.0
20200120:1530,0.0,0.0,0.0,0.0,27.47,0.76,0.0
20200120:1630,0.0,0.0,0.0,0.0,26.94,0.97,0.0
20200120:1730,0.0,0.0,0.0,0.0,26.27,1.03,0.0
20200120:1830,0.0,0.0,0.0,0.0,25.7,0.9,0.0
20200120:1930,0.0,0.0,0.0,0.0,25.28,0.83,0.0
20200120:2030,0.0,0.0,0.0,0.0,25.08,0.97,0.0
20200120:2130,0.0,0.0,0.0,0.0,24.55,0.9,0.0
20200120:2230,0.0,0.0,0.0,0.0,24.32,0.83,0.0
20200120:2330,0.0,0.0,0.0,0.0,23.92,0.83,0.0
20200121:0030,0.0,0.0,0.0,0.0,23.55,1.1,0.0
20200121:0130,0.0,12.84,0.48,2.46,23.15,1.31,0.0
20200121:0230,233.44,87.84,6.11,16.13,23.13,1.03,0.0
20200121:0330,478.07,105.17,13.13,29.31,26.08,0.76,0.0
20200121:0430,666.3,121.59,19.39,41.61,28.23,0.34,0.0
20200121:0530,799.4,126.95,23.85,52.11,30.23,0.14,0.0
20200121:0630,865.9,129.76,26.16,58.94,31.95,0.62,0.0
20200121:0730,862.32,132.25,26.17,59.5,33.42,0.9,0.0
20200121:0830,804.74,126.7,24.1,53.5,34.25,1.38,0.0
20200121:0930,667.12,123.78,19.67,43.42,34.62,1.72,0.0
20200121:1030,325.46,130.86,10.9,31.33,34.31,1.93,0.0
20200121:1130,183.74,87.65,5.67,18.25,32.9,2.62,0.0
20200121:1230,91.58,24.58,1.27,4.65,31.04,2.41,0.0
20200121:1330,0.0,0.0,0.0,0.0,29.39,1.86,0.0
20200121:1430,0.0,0.0,0.0,0.0,28.11,1.24,0.0
20200121:1530,0.0,0.0,0.0,0.0,27.35,1.03,0.0
20200121:1630,0.0,0.0,0.0,0.0,26.71,1.1,0.0
20200121:1730,0.0,0.0,0.0,0.0,26.16,1.1,0.0
20200121:1830,0.0,0.0,0.0,0.0,25.74,1.03,0.0
20200121:1930,0.0,0.0,0.0,0.0,25.22,0.9,0.0
20200121:2030,0.0,0.0,0.0,0.0,24.84,1.03,0.0
20200121:2130,0.0,0.0,0.0,0.0,24.21,1.1,0.0
20200121:2230,0.0,0.0,0.0,0.0,23.69,1.1,0.0
20200121:2330,0.0,0.0,0.0,0.0,23.16,1.17,0.0
20200122:0030,0.0,0.0,0.0,0.0,22.71,1.31,0.0
20200122:0130,0.0,12.37,0.47,2.44,22.55,1.38,0.0
20200122:0230,253.82,87.59,6.43,16.13,22.66,1.24,0.0
20200122:0330,470.11,115.36,13.27,29.34,25.48,1.03,0.0
20200122:0430,619.88,133.4,18.67,41.68,28.39,0.9,0.0
20200122:0530,799.05,130.65,24.02,52.24,30.9,0.69,0.0
20200122:0630,859.86,136.88,26.27,59.13,33.15,0.48,0.0
20200122:0730,843.97,144.41,26.1,59.73,35.09,0.34,0.0
20200122:0830,807.22,129.75,24.33,53.73,36.09,0.69,0.0
20200122:0930,672.53,126.47,19.95,43.61,36.51,1.03,0.0
20200122:1030,487.42,117.25,13.99,31.49,36.21,1.52,0.0
20200122:1130,266.44,89.74,7.07,18.39,34.87,2.21,0.0
20200122:1230,104.27,28.05,1.45,4.76,32.43,2.48,0.0
20200122:1330,0.0,0.0,0.0,0.0,30.26,2.0,0.0
20200122:1430,0.0,0.0,0.0,0.0,29.02,1.52,0.0
20200122:1530,0.0,0.0,0.0,0.0,27.83,0.97,0.0
20200122:1630,0.0,0.0,0.0,0.0,26.9,0.69,0.0
20200122:1730,0.0,0.0,0.0,0.0,26.12,0.55,0.0
20200122:1830,0.0,0.0,0.0,0.0,25.35,0.34,0.0
20200122:1930,0.0,0.0,0.0,0.0,25.18,0.69,0.0
20200122:2030,0.0,0.0,0.0,0.0,24.59,1.03,0.0
20200122:2130,0.0,0.0,0.0,0.0,23.97,1.17,0.0
20200122:2230,0.0,0.0,0.0,0.0,23.4,1.17,0.0
20200122:2330,0.0,0.0,0.0,0.0,23.14,1.31,0.0
20200123:0030,0.0,0.0,0.0,0.0,22.92,1.38,0.0
20200123:0130,0.0,12.68,0.48,2.43,22.62,1.38,0.0
20200123:0230,254.58,82.68,6.35,16.13,22.77,1.1,0.0
20200123:0330,458.24,116.94,13.11,29.38,25.77,0.83,0.0
20200123:0430,642.09,130.13,19.17,41.76,28.51,0.62,0.0
20200123:0530,736.35,159.29,23.28,52.38,30.9,0.34,0.0
20200123:0630,823.78,150.19,25.78,59.34,32.82,0.21,0.0
20200123:0730,785.41,170.26,25.37,59.97,34.42,0.48,0.0
20200123:0830,743.4,158.31,23.56,53.95,35.42,0.97,0.0
20200123:0930,576.11,147.07,18.27,43.8,35.94,1.24,0.0
20200123:1030,426.83,132.15,13.16,31.65,35.67,1.24,0.0
20200123:1130,280.9,87.47,7.3,18.52,34.91,1.31,0.0
20200123:1230,107.16,28.16,1.49,4.87,33.29,1.31,0.0
20200123:1330,0.0,0.0,0.0,0.0,31.1,1.31,0.0
20200123:1430,0.0,0.0,0.0,0.0,29.55,1.31,0.0
20200123:1530,0.0,0.0,0.0,0.0,28.36,0.97,0.0
20200123:1630,0.0,0.0,0.0,0.0,27.19,0.69,0.0
20200123:1730,0.0,0.0,0.0,0.0,26.4,0.69,0.0
20200123:1830,0.0,0.0,0.0,0.0,25.73,0.83,0.0
20200123:1930,0.0,0.0,0.0,0.0,25.4,0.83,0.0
20200123:2030,0.0,0.0,0.0,0.0,24.85,0.97,0.0
20200123:2130,0.0,0.0,0.0,0.0,24.23,1.03,0.0
20200123:2230,0.0,0.0,0.0,0.0,23.79,1.17,0.0
20200123:2330,0.0,0.0,0.0,0.0,23.37,1.31,0.0
20200124:0030,0.0,0.0,0.0,0.0,22.96,1.38,0.0
20200124:0130,0.0,12.3,0.46,2.41,22.6,1.45,0.0
20200124:0230,234.49,93.99,6.35,16.15,22.82,1.24,0.0
20200124:0330,491.47,107.83,13.64,29.42,25.61,1.1,0.0
20200124:0430,676.97,119.99,19.82,41.84,28.3,0.69,0.0
20200124:0530,812.08,125.88,24.38,52.52,30.5,0.48,0.0
20200124:0630,867.78,133.89,26.57,59.55,32.29,0.83,0.0
20200124:0730,874.87,130.71,26.71,60.22,33.91,0.97,0.0
20200124:0830,814.3,129.03,24.66,54.18,34.78,1.38,0.0
20200124:0930,670.41,130.26,20.16,43.99,35.16,1.66,0.0
20200124:1030,502.75,113.9,14.38,31.81,34.92,1.93,0.0
20200124:1130,285.02,90.99,7.51,18.65,33.97,2.41,0.0
20200124:1230,114.3,30.51,1.61,4.99,31.82,2.69,0.0
20200124:1330,0.0,0.0,0.0,0.0,29.82,2.21,0.0
20200124:1430,0.0,0.0,0.0,0.0,28.39,1.45,0.0
20200124:1530,0.0,0.0,0.0,0.0,27.39,1.17,0.0
20200124:1630,0.0,0.0,0.0,0.0,26.77,1.03,0.0
20200124:1730,0.0,0.0,0.0,0.0,26.15,0.83,0.0
20200124:1830,0.0,0.0,0.0,0.0,25.87,0.48,0.0
20200124:1930,0.0,0.0,0.0,0.0,25.63,0.34,0.0
20200124:2030,0.0,0.0,0.0,0.0,25.02,0.48,0.0
20200124:2130,0.0,0.0,0.0,0.0,24.2,0.69,0.0
20200124:2230,0.0,0.0,0.0,0.0,23.39,0.97,0.0
20200124:2330,0.0,0.0,0.0,0.0,23.17,1.24,0.0
20200125:0030,0.0,0.0,0.0,0.0,22.71,1.31,0.0
20200125:0130,0.0,12.99,0.49,2.4,22.56,1.31,0.0
20200125:0230,164.39,86.56,5.17,16.16,22.76,1.17,0.0
20200125:0330,399.65,114.97,11.95,29.47,25.03,1.17,0.0
20200125:0430,599.5,135.16,18.43,41.93,27.41,1.1,0.0
20200125:0530,783.3,140.43,24.12,52.66,29.36,0.83,0.0
20200125:0630,736.49,140.87,23.43,59.76,31.34,0.69,0.0
20200125:0730,807.11,148.79,25.52,60.47,31.98,0.9,0.0
20200125:0830,713.78,174.78,23.42,54.41,33.19,1.31,0.0
20200125:0930,693.08,121.6,20.57,44.18,33.61,1.86,0.0
20200125:1030,470.44,125.59,14.05,31.97,33.41,2.28,0.0
20200125:1130,309.48,87.27,7.89,18.79,32.34,2.55,0.0
20200125:1230,114.66,31.44,1.66,5.1,30.61,2.41,0.0
20200125:1330,0.0,0.0,0.0,0.0,28.52,1.66,0.0
20200125:1430,0.0,0.0,0.0,0.0,27.18,0.97,0.0
20200125:1530,0.0,0.0,0.0,0.0,26.21,0.48,0.0
20200125:1630,0.0,0.0,0.0,0.0,25.5,0.48,0.0
20200125:1730,0.0,0.0,0.0,0.0,24.99,0.83,0.0
20200125:1830,0.0,0.0,0.0,0.0,24.37,0.97,0.0
20200125:1930,0.0,0.0,0.0,0.0,24.27,0.9,0.0
20200125:2030,0.0,0.0,0.0,0.0,23.75,0.97,0.0
20200125:2130,0.0,0.0,0.0,0.0,23.43,1.17,0.0
20200125:2230,0.0,0.0,0.0,0.0,22.99,1.1,0.0
20200125:2330,0.0,0.0,0.0,0.0,22.57,1.17,0.0
20200126:0030,0.0,0.0,0.0,0.0,22.51,1.31,0.0
20200126:0130,0.0,12.88,0.49,2.4,22.06,1.45,0.0
20200126:0230,233.07,89.11,6.28,16.18,22.0,1.31,0.0
20200126:0330,463.84,118.18,13.43,29.52,24.92,1.1,0.0
20200126:0430,599.46,164.04,19.27,42.02,27.31,1.1,0.0
20200126:0530,722.05,180.86,23.74,52.81,29.25,1.03,0.0
20200126:0630,793.5,183.67,26.16,59.98,30.93,1.1,0.0
20200126:0730,771.05,209.81,26.33,60.73,32.09,1.31,0.0
20200126:0830,708.04,204.03,24.15,54.64,32.9,1.72,0.0
20200126:0930,615.08,171.41,20.08,44.38,33.05,2.28,0.0
20200126:1030,454.39,142.88,14.23,32.13,32.38,2.69,0.0
20200126:1130,297.98,91.12,7.85,18.92,31.03,2.9,0.0
20200126:1230,113.11,31.37,1.68,5.21,29.37,2.55,0.0
20200126:1330,0.0,0.0,0.0,0.0,27.59,1.72,0.0
20200126:1430,0.0,0.0,0.0,0.0,26.54,0.97,0.0
20200126:1530,0.0,0.0,0.0,0.0,25.97,0.21,0.0
20200126:1630,0.0,0.0,0.0,0.0,25.18,0.41,0.0
20200126:1730,0.0,0.0,0.0,0.0,24.6,0.83,0.0
20200126:1830,0.0,0.0,0.0,0.0,24.2,1.03,0.0
20200126:1930,0.0,0.0,0.0,0.0,23.97,0.76,0.0
20200126:2030,0.0,0.0,0.0,0.0,24.15,0.62,0.0
20200126:2130,0.0,0.0,0.0,0.0,23.8,0.62,0.0
20200126:2230,0.0,0.0,0.0,0.0,23.02,0.97,0.0
20200126:2330,0.0,0.0,0.0,0.0,22.68,1.03,0.0
20200127:0030,0.0,0.0,0.0,0.0,22.45,1.17,0.0
20200127:0130,0.0,11.95,0.45,2.39,22.09,1.17,0.0
20200127:0230,228.75,91.61,6.3,16.2,22.0,0.83,0.0
20200127:0330,412.6,123.75,12.55,29.57,25.21,0.48,0.0
20200127:0430,536.86,171.5,18.06,42.11,27.33,0.69,0.0
20200127:0530,577.98,200.51,20.75,52.96,29.26,0.83,0.0
20200127:0630,485.21,258.51,20.51,60.21,30.61,1.17,0.0
20200127:0730,700.26,213.5,24.7,60.99,31.56,1.59,0.0
20200127:0830,690.36,165.97,22.75,54.87,32.4,1.86,0.0
20200127:0930,520.06,170.11,17.85,44.57,32.49,2.21,0.0
20200127:1030,374.56,152.88,12.85,32.28,31.73,2.76,0.0
20200127:1130,221.56,116.53,7.27,19.05,30.55,3.03,0.0
20200127:1230,46.02,35.81,1.41,5.31,28.97,2.62,0.0
20200127:1330,0.0,0.0,0.0,0.0,27.49,1.86,0.0
20200127:1430,0.0,0.0,0.0,0.0,26.56,1.24,0.0
20200127:1530,0.0,0.0,0.0,0.0,25.85,0.62,0.0
20200127:1630,0.0,0.0,0.0,0.0,25.38,0.41,0.0
20200127:1730,0.0,0.0,0.0,0.0,24.96,0.48,0.0
20200127:1830,0.0,0.0,0.0,0.0,24.9,0.55,0.0
20200127:1930,0.0,0.0,0.0,0.0,24.55,0.55,0.0
20200127:2030,0.0,0.0,0.0,0.0,24.18,0.69,0.0
20200127:2130,0.0,0.0,0.0,0.0,23.74,0.83,0.0
20200127:2230,0.0,0.0,0.0,0.0,23.65,0.9,0.0
20200127:2330,0.0,0.0,0.0,0.0,23.51,0.9,0.0
20200128:0030,0.0,0.0,0.0,0.0,23.16,0.97,0.0
20200128:0130,0.0,14.27,0.54,2.39,23.02,1.03,0.0
20200128:0230,156.86,85.83,5.11,16.23,23.08,0.83,0.0
20200128:0330,449.65,110.49,13.06,29.62,25.42,0.69,0.0
20200128:0430,580.63,149.02,18.57,42.21,27.59,0.9,0.0
20200128:0530,642.86,173.92,21.71,53.12,29.34,0.9,0.0
20200128:0630,690.43,211.03,24.42,60.44,30.99,0.97,0.0
20200128:0730,622.56,228.69,23.21,61.25,32.5,1.45,0.0
20200128:0830,633.71,190.68,22.08,55.11,33.0,1.93,0.0
20200128:0930,549.54,144.37,17.93,44.76,33.08,2.14,0.0
20200128:1030,449.37,108.78,13.38,32.44,32.46,2.41,0.0
20200128:1130,269.88,89.24,7.44,19.18,31.32,2.83,0.0
20200128:1230,99.57,28.78,1.58,5.42,29.68,2.62,0.0
20200128:1330,0.0,0.0,0.0,0.0,28.02,1.86,0.0
20200128:1430,0.0,0.0,0.0,0.0,27.18,1.03,0.0
20200128:1530,0.0,0.0,0.0,0.0,26.75,0.69,0.0
20200128:1630,0.0,0.0,0.0,0.0,26.3,0.76,0.0
20200128:1730,0.0,0.0,0.0,0.0,25.55,0.76,0.0
20200128:1830,0.0,0.0,0.0,0.0,25.38,0.9,0.0
20200128:1930,0.0,0.0,0.0,0.0,24.69,0.76,0.0
20200128:2030,0.0,0.0,0.0,0.0,24.16,0.9,0.0
20200128:2130,0.0,0.0,0.0,0.0,23.64,1.1,0.0
20200128:2230,0.0,0.0,0.0,0.0,23.04,1.1,0.0
20200128:2330,0.0,0.0,0.0,0.0,22.46,1.1,0.0
20200129:0030,0.0,0.0,0.0,0.0,22.02,1.1,0.0
20200129:0130,0.0,12.76,0.48,2.4,21.76,1.1,0.0
20200129:0230,239.77,83.33,6.35,16.25,21.98,0.76,0.0
20200129:0330,393.9,99.16,11.63,29.69,25.56,0.21,0.0
20200129:0430,579.0,138.99,18.34,42.32,27.58,0.55,0.0
20200129:0530,575.41,196.62,20.72,53.29,29.56,0.76,0.0
20200129:0630,751.96,180.3,25.25,60.68,30.99,0.9,0.0
20200129:0730,864.97,136.97,27.1,61.52,32.76,0.9,0.0
20200129:0830,809.56,130.48,25.06,55.35,33.91,1.38,0.0
20200129:0930,681.71,122.71,20.69,44.96,34.4,1.79,0.0
20200129:1030,433.32,131.08,13.68,32.6,34.05,2.34,0.0
20200129:1130,213.39,78.54,6.24,19.3,32.51,2.9,0.0
20200129:1230,97.01,30.5,1.63,5.52,30.37,2.69,0.0
20200129:1330,0.0,0.0,0.0,0.0,28.52,1.86,0.0
20200129:1430,0.0,0.0,0.0,0.0,27.35,1.17,0.0
20200129:1530,0.0,0.0,0.0,0.0,26.65,0.69,0.0
20200129:1630,0.0,0.0,0.0,0.0,26.35,0.41,0.0
20200129:1730,0.0,0.0,0.0,0.0,25.57,0.62,0.0
20200129:1830,0.0,0.0,0.0,0.0,24.98,0.9,0.0
20200129:1930,0.0,0.0,0.0,0.0,25.87,0.07,0.0
20200129:2030,0.0,0.0,0.0,0.0,24.98,0.62,0.0
20200129:2130,0.0,0.0,0.0,0.0,24.13,0.9,0.0
20200129:2230,0.0,0.0,0.0,0.0,23.73,0.9,0.0
20200129:2330,0.0,0.0,0.0,0.0,23.54,0.9,0.0
20200130:0030,0.0,0.0,0.0,0.0,23.5,0.97,0.0
20200130:0130,0.0,10.59,0.4,2.41,23.78,0.9,0.0
20200130:0230,77.03,79.49,3.8,16.29,24.19,0.83,0.0
20200130:0330,234.8,150.04,9.74,29.75,25.65,0.62,0.0
20200130:0430,523.4,167.0,17.83,42.42,27.43,0.69,0.0
20200130:0530,774.45,137.12,24.26,53.46,29.65,0.69,0.0
20200130:0630,862.69,131.88,26.96,60.92,31.84,0.76,0.0
20200130:0730,869.71,132.61,27.22,61.8,33.97,0.83,0.0
20200130:0830,770.5,133.45,24.21,55.59,35.12,1.31,0.0
20200130:0930,618.07,141.54,19.7,45.15,35.37,2.0,0.0
20200130:1030,501.01,112.73,14.79,32.75,34.48,2.97,0.0
20200130:1130,299.84,86.9,8.03,19.43,32.42,3.45,0.0
20200130:1230,107.67,32.38,1.77,5.62,30.13,2.97,0.0
20200130:1330,0.0,0.0,0.0,0.0,28.24,2.07,0.0
20200130:1430,0.0,0.0,0.0,0.0,27.22,0.83,0.0
20200130:1530,0.0,0.0,0.0,0.0,26.53,0.28,0.0
20200130:1630,0.0,0.0,0.0,0.0,26.01,0.41,0.0
20200130:1730,0.0,0.0,0.0,0.0,25.91,0.34,0.0
20200130:1830,0.0,0.0,0.0,0.0,25.78,0.14,0.0
20200130:1930,0.0,0.0,0.0,0.0,25.6,0.28,0.0
20200130:2030,0.0,0.0,0.0,0.0,25.46,0.28,0.0
20200130:2130,0.0,0.0,0.0,0.0,25.09,0.41,0.0
20200130:2230,0.0,0.0,0.0,0.0,24.15,0.83,0.0
20200130:2330,0.0,0.0,0.0,0.0,24.04,1.03,0.0
20200131:0030,0.0,0.0,0.0,0.0,23.98,1.1,0.0
20200131:0130,0.0,11.71,0.44,2.42,23.8,1.1,0.0
20200131:0230,202.35,76.12,5.65,16.33,23.92,0.9,0.0
20200131:0330,451.27,111.71,13.33,29.82,26.09,0.83,0.0
20200131:0430,619.01,137.36,19.43,42.54,28.26,0.69,0.0
20200131:0530,779.14,131.45,24.33,53.63,30.34,0.69,0.0
20200131:0630,842.52,134.42,26.59,61.17,32.25,0.69,0.0
20200131:0730,818.48,135.62,26.03,62.08,33.79,0.97,0.0
20200131:0830,577.95,153.25,19.84,55.84,34.63,1.24,0.0
20200131:0930,604.62,117.81,18.81,45.35,34.73,1.72,0.0
20200131:1030,477.01,104.75,14.12,32.91,34.57,2.34,0.0
20200131:1130,279.81,89.8,7.8,19.55,32.95,3.17,0.0
20200131:1230,107.22,31.63,1.78,5.72,30.49,3.17,0.0
20200131:1330,0.0,0.0,0.0,0.0,28.33,2.34,0.0
20200131:1430,0.0,0.0,0.0,0.0,27.06,1.31,0.0
20200131:1530,0.0,0.0,0.0,0.0,26.44,0.41,0.0
20200131:1630,0.0,0.0,0.0,0.0,25.9,0.34,0.0
20200131:1730,0.0,0.0,0.0,0.0,25.44,0.41,0.0
20200131:1830,0.0,0.0,0.0,0.0,25.23,0.48,0.0
20200131:1930,0.0,0.0,0.0,0.0,25.93,0.21,0.0
20200131:2030,0.0,0.0,0.0,0.0,25.57,0.21,0.0
20200131:2130,0.0,0.0,0.0,0.0,24.93,0.55,0.0
20200131:2230,0.0,0.0,0.0,0.0,24.21,0.76,0.0
20200131:2330,0.0,0.0,0.0,0.0,23.99,0.83,0.0
20200201:0030,0.0,0.0,0.0,0.0,23.64,0.69,0.0
20200201:0130,0.0,11.56,0.44,2.44,23.18,0.83,0.0
20200201:0230,191.42,78.34,5.57,16.37,23.44,0.69,0.0
20200201:0330,377.17,120.8,12.02,29.89,25.31,0.34,0.0
20200201:0430,541.66,130.57,17.43,42.65,27.26,0.34,0.0
20200201:0530,733.94,144.36,23.59,53.81,29.3,0.28,0.0
20200201:0630,857.85,132.19,27.04,61.42,31.28,0.41,0.0
20200201:0730,802.8,162.05,26.44,62.36,33.09,0.97,0.0
20200201:0830,663.98,179.31,22.88,56.08,33.96,1.38,0.0
20200201:0930,498.83,170.6,17.72,45.54,34.13,1.79,0.0
20200201:1030,366.16,154.75,13.05,33.06,33.45,2.76,0.0
20200201:1130,231.01,107.23,7.44,19.68,31.97,3.24,0.0
20200201:1230,101.08,36.49,1.78,5.82,30.18,2.83,0.0
20200201:1330,0.0,0.0,0.0,0.0,28.41,2.0,0.0
20200201:1430,0.0,0.0,0.0,0.0,27.19,1.38,0.0
20200201:1530,0.0,0.0,0.0,0.0,26.43,0.83,0.0
20200201:1630,0.0,0.0,0.0,0.0,25.97,0.14,0.0
20200201:1730,0.0,0.0,0.0,0.0,25.42,0.69,0.0
20200201:1830,0.0,0.0,0.0,0.0,24.92,0.76,0.0
20200201:1930,0.0,0.0,0.0,0.0,25.17,1.17,0.0
20200201:2030,0.0,0.0,0.0,0.0,24.65,1.03,0.0
20200201:2130,0.0,0.0,0.0,0.0,24.44,0.69,0.0
20200201:2230,0.0,0.0,0.0,0.0,24.21,0.48,0.0
20200201:2330,0.0,0.0,0.0,0.0,24.26,0.28,0.0
20200202:0030,0.0,0.0,0.0,0.0,24.25,0.28,0.0
20200202:0130,0.0,10.2,0.39,2.46,24.0,0.21,0.0
20200202:0230,154.22,78.1,5.0,16.41,23.72,0.28,0.0
20200202:0330,269.36,118.25,9.67,29.97,24.86,0.14,0.0
20200202:0430,522.6,136.67,17.2,42.77,26.33,0.21,0.0
20200202:0530,632.65,185.87,22.19,53.99,28.3,0.14,0.0
20200202:0630,793.43,158.32,26.13,61.68,30.17,0.34,0.0
20200202:0730,789.94,144.02,25.7,62.65,32.4,1.1,0.0
20200202:0830,503.59,172.83,18.63,56.33,33.16,1.52,0.0
20200202:0930,250.43,171.58,11.79,45.73,32.77,2.14,0.0
20200202:1030,160.5,159.4,8.79,33.21,31.4,2.9,0.0
20200202:1130,204.04,98.93,6.8,19.8,30.06,2.9,0.0
20200202:1230,94.47,35.26,1.73,5.92,28.9,2.41,0.0
20200202:1330,0.0,0.0,0.0,0.0,27.57,1.72,0.0
20200202:1430,0.0,0.0,0.0,0.0,26.61,1.1,0.0
20200202:1530,0.0,0.0,0.0,0.0,26.01,0.69,0.0
20200202:1630,0.0,0.0,0.0,0.0,25.37,0.48,0.0
20200202:1730,0.0,0.0,0.0,0.0,24.82,0.48,0.0
20200202:1830,0.0,0.0,0.0,0.0,24.27,0.62,0.0
20200202:1930,0.0,0.0,0.0,0.0,24.49,0.41,0.0
